"position","domain","city","company","experience","english","salary","technology","specialization","period","title","group","framework"
"Software Engineer","Medtech / Healthcare",3,2,6,4,4500,"PHP","Full Stack","2024-12",4,1,"Laravel,WordPress,Drupal,React"
"Software Engineer","Fintech / Banking / Capital Management",12,3,3,3,1950,"JavaScript","Full Stack","2024-12",3,1,"React,Next.js,Express"
"QA/QC/SDET","Gambling",1,3,5,4,3200,"JavaScript","General QA","2024-12",3,2,"WebdriverIO,Postman"
"Head of HR","Retail",1,2,10,4,3500,"",NA,"2024-12",7,18,NA
"Talent Researcher","",1,3,2,3,1500,"",NA,"2024-12",3,18,NA
"Software Engineer","Publishing",1,2,3,4,2000,"JavaScript","Front-end","2024-12",3,1,"React"
"Software Engineer","Edtech / Education",1,3,5,3,2500,"PHP","Back-end","2024-12",3,1,"Symfony,Node.js"
"Software Engineer","Gamedev",12,3,3,4,1576,"C++","Mobile","2024-12",3,1,"Inhouse Game Engine"
"Software Engineer","Ecommerce",28,3,6,4,3080,"JavaScript","Front-end","2024-12",4,1,""
"Brand/Marketing Designer","",1,3,1,4,2000,"",NA,"2024-12",3,17,NA
"Software Engineer","Gamedev",1,3,0,3,5000,"JavaScript","","2024-12",4,1,""
"Software Engineer","Ecommerce,Medtech / Healthcare",5,3,3,1,1400,"JavaScript","Front-end","2024-12",3,1,"Vue.js,Node.js,Nuxt.js"
"Marketing Manager","Media monitoring,software for communication specialists",1,3,2,3,1500,"",NA,"2024-12",5,19,NA
"Software Engineer","Energy",17,3,1,3,380,"C#/.NET","Full Stack","2024-12",2,1,"React,.NET,Vue.js"
"Software Engineer","Ecommerce,Retail",3,3,5,4,4500,"TypeScript","Back-end","2024-12",4,1,"Express"
"Software Engineer","High Load Systems",21,1,10,3,2650,"JavaScript","Back-end","2024-12",3,1,"Express"
"Product Owner","Gamedev",2,3,8,5,2400,"",NA,"2024-12",0,12,NA
"Engineering managerEngineering Manager","Product company",32,3,10,5,7500,"",NA,"2024-12",0,NA,NA
"Software Engineer","Medtech / Healthcare",1,1,2,3,4500,"PHP","Full Stack","2024-12",6,1,"WordPress,Laravel"
"Data Scientist","Data Science,Machine Learning",1,3,4,3,2200,"Python",NA,"2024-12",0,4,"Pandas,PyTorch,Scikit-learn,NumPy,TensorFlow"
"Software Engineer","Корпоративні системи",26,1,10,5,2600," X++/D365","Back-end","2024-12",4,1,""
"Software Engineer","Medtech / Healthcare",12,1,5,3,3800,"TypeScript","Full Stack","2024-12",3,1,"React"
"Graphic Designer","Media",1,2,6,5,1870,"",NA,"2024-12",3,17,NA
"Social Media Manager","Machine Learning",1,3,0,5,1000,"",NA,"2024-12",2,20,NA
"Software Engineer","Medtech / Healthcare",1,2,6,4,4740,"TypeScript","Front-end","2024-12",4,1,"Electron,Angular / Angular.js"
"Software Engineer","Gamedev",5,3,2,2,5500,"C#/.NET","","2024-12",5,1,""
"Software Engineer","Public services / Government,Mobile,High Load Systems",1,7,7,3,5800,"TypeScript","Back-end","2024-12",5,1,"Самописний"
"Software Engineer",",Medtech / Healthcare",1,3,10,4,4800,"JavaScript","Full Stack","2024-12",4,1,"Vue.js,Angular / Angular.js"
"Software Engineer","Insurance",7,1,10,4,5700,"Java","Application Architect","2024-12",8,1,""
"Software Engineer","Medtech / Healthcare",1,3,5,3,6050,"Python","Back-end","2024-12",4,1,"Flask,jQuery,Vue.js"
"Software Engineer","Embedded",1,1,9,3,4200,"C++","Embedded","2024-12",4,1,""
"QA/QC/SDET","Telecom",3,3,2,4,1000,"Python","General QA","2024-12",2,2,"Playwright"
"SEO Specialist","Ecommerce",14,1,0,1,315,"",NA,"2024-12",2,19,NA
"Software Engineer","",12,1,4,4,2400,"TypeScript","Back-end","2024-12",3,1,"Node.js"
"Product Manager","Gambling",1,1,0,3,700,"",NA,"2024-12",2,12,NA
"Data Analyst","Telecom",1,3,1,3,1076,"DB langs",NA,"2024-12",2,3,NA
"Head of HR","Gamedev",1,3,2,4,4000,"",NA,"2024-12",7,18,NA
"Delivery Manager","Корпоративні системи,Medtech / Healthcare,Real estate",9,1,2,4,4500,"JavaScript",NA,"2024-12",5,11,NA
"CMO (Chief Marketing Officer)","Insurance,Ecommerce",1,3,4,3,3900,"",NA,"2024-12",12,19,NA
"Marketing Manager","Edtech / Education",12,3,5,4,1250,"",NA,"2024-12",3,19,NA
"Software Engineer","Ecommerce",12,1,2,4,1300,"JavaScript","Full Stack","2024-12",2,1,"Express,Node.js,React"
"Product Manager","Ecommerce",1,3,4,4,3900,"DB langs",NA,"2024-12",4,12,NA
"DBA","Agriculture",1,5,4,2,2200,"Python",NA,"2024-12",0,8,NA
"User Acquisition Manager","Edtech / Education",1,3,3,5,2400,"",NA,"2024-12",0,19,NA
"Software Engineer","Ecommerce,Media",24,3,4,4,4800,"TypeScript","Back-end","2024-12",3,1,"Node.js,Nest.js"
"Software Engineer","Insurance",32,1,10,4,3200,"C#/.NET","Back-end","2024-12",4,1,".NET,ASP.NET"
"Data Analyst","Fintech / Banking / Capital Management",3,3,5,4,2700,"DB langs",NA,"2024-12",3,3,NA
"QA/QC/SDET","Legal",12,3,2,2,900,"","Manual QA","2024-12",2,2,""
"Software Engineer","Edtech / Education",1,3,3,4,3967,"TypeScript","Full Stack","2024-12",5,1,"Express,Next.js,Node.js,React"
"Software Engineer","Real estate",2,2,6,4,4000,"TypeScript","Front-end","2024-12",3,1,"React"
"Software Engineer","Gambling",1,3,0,4,700,"Java","Back-end","2024-12",1,1,"Spring"
"Software Engineer","Medtech / Healthcare",1,1,3,3,7500,"TypeScript","Full Stack","2024-12",6,1,"Nest.js"
"Software Engineer","Fintech / Banking / Capital Management",1,3,9,4,5500,"TypeScript","Front-end","2024-12",4,1,"Angular / Angular.js"
"QA/QC/SDET","Gamedev",1,1,6,5,2475,"","Manual QA","2024-12",4,2,""
"CFO (Chief Financial Officer)","Edtech / Education",1,1,10,5,2000,"",NA,"2024-12",12,23,NA
"ERP/CRM Consultant","Ecommerce,Fintech / Banking / Capital Management",12,3,1,4,6400,"C#/.NET",NA,"2024-12",3,8,NA
"Data Analyst","Edtech / Education",12,3,1,3,600,"DB langs",NA,"2024-12",2,3,NA
"Product Owner","Automotive",32,3,5,4,6000,"",NA,"2024-12",3,12,NA
"Talent Researcher","Agency",31,5,3,2,700,"",NA,"2024-12",3,18,NA
"Software Engineer","Medtech / Healthcare",12,3,8,4,5500,"PHP","Full Stack","2024-12",4,1,"Symfony,Vue.js,React,jQuery"
"Software Engineer","Fintech / Banking / Capital Management,Telecom",23,3,5,5,9000,"PHP","Back-end","2024-12",4,1,"Symfony"
"Software Engineer","Media",14,1,6,3,3100,"PHP","Back-end","2024-12",3,1,"Laravel"
"Product Marketing Manager","Gamedev",1,3,6,5,2800,"",NA,"2024-12",4,19,NA
"PR Manager","Manufacturing",21,3,6,3,1700,"",NA,"2024-12",5,20,NA
"Software Engineer","Automotive",23,1,6,4,4850,"TypeScript","Front-end","2024-12",4,1,"Vue.js"
"Software Engineer","Mobile",27,1,1,3,1300,"Swift","Mobile","2024-12",3,1,""
"QA/QC/SDET","Media",32,3,5,5,3500,"","Manual QA","2024-12",4,2,""
"Software Engineer","Public services / Government,Travel,Mobile",1,4,10,5,6550,"Scala","System Architect","2024-12",8,1,""
"Software Engineer","Working with documents (pdf,docx etc)",1,3,3,4,2950,"TypeScript","Front-end","2024-12",5,1,"React"
"Software Engineer","AR/VR,Media",23,1,5,4,3000,"JavaScript","Back-end","2024-12",4,1,"Express,Node.js,Vue.js"
"Software Engineer","Machine Learning",3,1,4,3,2600,"Python","Back-end","2024-12",3,1,""
"System Administrator","Medtech / Healthcare",1,3,10,2,1290,"Java",NA,"2024-12",0,6,NA
"Software Engineer","Business Intelligence / Data Warehouse",1,3,6,5,5800,"C#/.NET","Back-end","2024-12",4,1,"ASP.NET"
"Software Engineer","Media",1,3,6,4,4200,"TypeScript","Back-end","2024-12",4,1,"Nest.js"
"QA/QC/SDET","Fintech / Banking / Capital Management",3,3,3,3,2000,"","Manual QA","2024-12",3,2,""
"Software Engineer","Mobile,Ecommerce,Miltech",5,3,3,3,4500,"TypeScript","Front-end","2024-12",3,1,"React,Node.js,React-native,nestJS"
"QA/QC/SDET","Mobile",3,2,5,5,1500,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Mobile",5,3,10,3,2000,"","General QA","2024-12",4,2,""
"BI Engineer","",1,3,6,4,3500,"DB langs",NA,"2024-12",3,4,""
"QA/QC/SDET","Medtech / Healthcare",32,1,4,4,2400,"","Manual QA","2024-12",3,2,""
"Software Engineer","Ecommerce",15,3,1,3,630,"TypeScript","Front-end","2024-12",2,1,"React,Next.js,TailwindCSS"
"Software Engineer","Adtech / Advertising",12,1,10,4,5000,"PHP","Full Stack","2024-12",5,1,"Laravel"
"Business Analyst","",3,7,4,4,1200,"",NA,"2024-12",3,3,NA
"Software Engineer","Medtech / Healthcare",1,3,8,4,4500,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native),Jetpack Compose"
"Software Engineer","",1,2,1,4,900,"TypeScript","Full Stack","2024-12",2,1,"Angular / Angular.js,Node.js,Express"
"Software Engineer","Insurance,Mobile,Ecommerce",1,1,4,3,2500,"PHP","Back-end","2024-12",5,1,"Laravel"
"Data Analyst","Media",1,3,4,3,1666,"DB langs",NA,"2024-12",4,3,NA
"Software Engineer","saas",1,3,2,3,6000,"PHP","Back-end","2024-12",10,1,"Symfony"
"Software Engineer","Edtech / Education",7,1,6,3,3800,"TypeScript","Full Stack","2024-12",4,1,".NET,Angular / Angular.js"
"Software Engineer","tech consultations",1,4,1,3,1000,"TypeScript","Front-end","2024-12",2,1,"React,Next.js"
"Software Engineer","Big Data",1,3,10,3,7000,"Java","Back-end","2024-12",4,1,"Spring"
"Software Engineer","Fintech / Banking / Capital Management",1,2,3,3,1750,"TypeScript","Front-end","2024-12",3,1,"React,Next.js"
"UI/UX Designer","Business Intelligence / Data Warehouse",1,1,1,4,1000,"",NA,"2024-12",2,14,NA
"BI Engineer","Retail",6,1,10,3,4000,"DB langs",NA,"2024-12",4,4,""
"QA/QC/SDET","Logistics",24,3,2,3,1300,"","Manual QA","2024-12",2,2,""
"Software Engineer","Fintech / Banking / Capital Management",15,3,4,4,4000,"C#/.NET","Back-end","2024-12",4,1,".NET"
"Software Engineer","Blockchain",1,4,4,3,5400,"C#/.NET","System Architect","2024-12",8,1,""
"DevOps","Business Intelligence / Data Warehouse",1,3,1,3,1450,"TypeScript",NA,"2024-12",2,5,NA
"Business Analyst","Telecom",27,5,3,4,1700,"",NA,"2024-12",3,3,NA
"QA/QC/SDET","Adtech / Advertising",2,2,10,3,2700,"","General QA","2024-12",4,2,""
"Customer Support","Online document editing",17,3,10,4,2000,"",NA,"2024-12",4,22,NA
"Software Engineer","Medtech / Healthcare",29,1,3,4,4000,"TypeScript","Back-end","2024-12",4,1,"Nest.js"
"Project Manager","Networking",12,1,3,4,2000,"",NA,"2024-12",3,11,NA
"Software Engineer","Ecommerce",28,1,4,3,1600,"JavaScript","Front-end","2024-12",3,1,"React"
"Market Research Specialist","Energy",2,2,1,4,750,"",NA,"2024-12",3,14,NA
"Recruiter","Logistics,Medtech / Healthcare,Travel",3,1,2,3,900,"",NA,"2024-12",2,18,NA
"Software Engineer","Fintech / Banking / Capital Management",1,3,3,4,2200,"Kotlin","Back-end","2024-12",2,1,"Spring"
"Technical Artist","Gambling,Gamedev,Mobile",1,3,2,1,1600,"",NA,"2024-12",3,15,NA
"Software Engineer","Ecommerce",15,2,6,3,4000,"Java","Back-end","2024-12",4,1,""
"Software Engineer","Telecom",1,1,7,3,5000,"Java","Back-end","2024-12",5,1,"Spring"
"Recruiter","Hardware",15,3,5,3,1000,"",NA,"2024-12",0,18,NA
"Software Engineer","Medtech / Healthcare",7,2,9,4,5000,"Swift","Mobile","2024-12",5,1,"iOS SDK (Native),UIKit"
"Software Engineer","Корпоративні системи",3,3,10,3,3500,"1С","Desktop","2024-12",4,1,""
"Software Engineer","Fintech / Banking / Capital Management",1,3,5,5,6650,"C++","Back-end","2024-12",5,1,""
"Software Engineer","Internet of Things",12,1,1,4,2700,"C#/.NET","Back-end","2024-12",3,1,"ASP.NET"
"Software Engineer","Miltech",1,7,4,3,500,"Java","Back-end","2024-12",3,1,"Hibernate,Spring"
"CHRO (Chief Human Resources Officer)","Blockchain,Корпоративні системи,Logistics",1,1,7,4,2800,"",NA,"2024-12",12,18,NA
"Engineering Manager","Logistics",15,1,10,3,4000,"TypeScript",NA,"2024-12",5,13,NA
"Communications Specialist","Gamedev",2,1,3,4,920,"",NA,"2024-12",3,20,NA
"Business Analyst","Gambling",28,3,3,5,3200,"",NA,"2024-12",0,3,NA
"QA/QC/SDET","Ecommerce",1,3,2,2,1130,"","Manual QA","2024-12",2,2,""
"Illustrator","Gamedev",12,3,3,3,1470,"",NA,"2024-12",3,17,NA
"PR Manager","",12,1,8,5,2500,"",NA,"2024-12",5,20,NA
"Mail","Mail delivery",2,3,7,3,4050,"Ruby",NA,"2024-12",4,NA,NA
"DevOps","Machine Learning",12,1,0,4,400,"Python",NA,"2024-12",2,5,NA
"QA/QC/SDET","Machine Learning",1,3,7,4,2800,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Customer Service",23,3,0,4,550,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Medtech / Healthcare",12,1,0,4,525,"Java","Automation QA","2024-12",2,2,"Gradle,JUnit,Selenide/NSelen/Selen,Selenium,Rest Assured"
"QA/QC/SDET","Internet of Things",15,3,3,4,1200,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",28,1,4,4,1300,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,7,1,3,416,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Adtech / Advertising,Big Data,Cloud Computing",1,2,9,4,10000,"Python","Automation QA","2024-12",5,2,"JSON,pandas,Playwright,Postman,PyTest"
"Project Manager","Ecommerce",21,1,3,3,670,"",NA,"2024-12",3,11,NA
"QA/QC/SDET","Ecommerce",12,1,4,3,1600,"TypeScript","General QA","2024-12",3,2,"Cypress"
"QA/QC/SDET","Fintech / Banking / Capital Management",5,1,2,3,1300,"","Manual QA","2024-12",2,2,""
"Marketing Manager","",11,1,10,5,1800,"",NA,"2024-12",5,19,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,1,3,719,"","Manual QA","2024-12",2,2,""
"QA/QC/SDET","Medtech / Healthcare",1,3,2,3,950,"TypeScript","Automation QA","2024-12",2,2,"Cypress"
"QA/QC/SDET","Ecommerce",7,3,4,3,1850,"","Manual QA","2024-12",5,2,""
"QA/QC/SDET","Medtech / Healthcare,Business Intelligence / Data Warehouse",14,1,3,4,1200,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",32,3,10,3,3150,"TypeScript","Automation QA","2024-12",4,2,"Jest,WebdriverIO,Postman,Selenium,JSON"
"QA/QC/SDET","Fintech / Banking / Capital Management",1,2,8,3,850,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Internet of Things",1,1,2,3,650,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Edtech / Education",1,3,3,4,1000,"JavaScript","Manual QA","2024-12",3,2,"Postman,WebdriverIO"
"Head of Digital Marketing","",1,3,10,1,5000,"",NA,"2024-12",7,19,NA
"Business Analyst","Public services / Government",27,7,1,3,2800,"",NA,"2024-12",3,3,NA
"QA/QC/SDET","Ecommerce",32,1,5,4,2400,"DB langs","Manual QA","2024-12",4,2,"JSON,Playwright,Postman"
"QA/QC/SDET","Ecommerce",1,3,6,2,2370,"","Manual QA","2024-12",3,2,""
"Software Engineer","",28,1,6,3,2800,"Java","Back-end","2024-12",3,1,"Hibernate"
"QA/QC/SDET","Mobile",1,3,1,4,500,"","Manual QA","2024-12",2,2,""
"Product Manager","Mobile",1,3,2,5,3500,"",NA,"2024-12",3,12,NA
"QA/QC/SDET","Mobile",1,1,10,4,3500,"","Manual QA","2024-12",4,2,""
"QA/QC/SDET","Ecommerce,Medtech / Healthcare,Mobile",12,2,8,4,4400,"","Head of QA","2024-12",7,2,""
"QA/QC/SDET","Gambling",16,3,4,3,2100,"JavaScript","General QA","2024-12",3,2,"Cypress,Grafana K6,Postman"
"QA/QC/SDET","Automotive",3,1,10,5,3600,"C#/.NET","Automation QA","2024-12",4,2,".NET"
"QA/QC/SDET","Ecommerce",1,3,5,2,1800,"","Manual QA","2024-12",3,2,""
"Product Manager","Edtech / Education",1,4,2,4,2200,"",NA,"2024-12",0,12,NA
"QA/QC/SDET","Ecommerce",1,3,0,4,500,"","Manual QA","2024-12",2,2,""
"Product Analyst","Edtech / Education",1,3,2,4,2000,"",NA,"2024-12",3,3,NA
"QA/QC/SDET","Ecommerce,Retail",1,3,5,2,1200,"Java","General QA","2024-12",3,2,"Playwright,Maven,Selenide/NSelen/Selen,TestNG"
"QA/QC/SDET","Enterprise Software Development,Fintech / Banking / Capital Management,Edtech / Education",32,1,2,4,1500,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Retail",3,3,5,4,2300,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",12,3,3,3,1000,"PHP","Manual QA","2024-12",3,2,"Postman"
"QA/QC/SDET","Fintech / Banking / Capital Management",3,3,1,4,1100,"Kotlin","Manual QA","2024-12",2,2,"JUnit,XUnit"
"QA/QC/SDET","Fintech / Banking / Capital Management,Ecommerce,Medtech / Healthcare",24,2,10,5,3000,"","Manual QA","2024-12",4,2,""
"Software Engineer","Gamedev",15,3,1,3,850,"C#/.NET","","2024-12",2,1,""
"QA/QC/SDET","Travel",12,3,2,4,4630,"TypeScript","Automation QA","2024-12",4,2,"Playwright,Postman"
"Technical Project Manager","Ecommerce",29,3,0,4,760,"JavaScript",NA,"2024-12",5,11,NA
"QA/QC/SDET","Logistics",7,1,6,4,3250,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Gambling",1,3,4,3,2000,"","Manual QA","2024-12",3,2,""
"Site Reliability Engineer","Domain Service",1,3,4,4,2800,"Python",NA,"2024-12",3,5,NA
"Software Engineer","Embedded",12,3,2,4,3200,"C","Embedded","2024-12",3,1,""
"HR Business Partner","Telecom",1,3,5,4,1439,"",NA,"2024-12",3,18,NA
"QA/QC/SDET","Ecommerce",12,3,6,3,1600,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Gambling",15,3,2,2,1300,"","Manual QA","2024-12",3,2,""
"Software Engineer","Public services / Government",1,3,7,4,4500,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native),Jetpack Compose"
"QA/QC/SDET","Logistics",1,3,6,4,5000,"Java","Automation QA","2024-12",5,2,"Selenium"
"Recruiter","",14,3,3,4,1180,"",NA,"2024-12",3,18,NA
"Software Engineer","Mobile",1,3,4,4,2500,"Swift","Mobile","2024-12",3,1,"SwiftUI,Combine"
"QA/QC/SDET","Telecom",32,3,5,4,4700,"Java","Automation QA","2024-12",4,2,"TestNG,Gradle,JSON,Postman,Rest Assured"
"QA/QC/SDET","Ecommerce",3,1,5,3,1000,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Business Intelligence / Data Warehouse",1,3,0,4,3000,"","Manual QA","2024-12",5,2,""
"Data/Big Data Engineer","Ecommerce",1,1,3,4,1850,"Java",NA,"2024-12",3,4,"Stibo MDM"
"Product Manager","Gambling",1,3,4,3,3000,"",NA,"2024-12",0,12,NA
"Software Engineer","Adtech / Advertising,Media",1,3,5,3,3400,"TypeScript","Front-end","2024-12",4,1,"Next.js"
"Software Engineer","Ecommerce",1,1,5,4,3800,"JavaScript","Full Stack","2024-12",3,1,"React"
"Head of Digital Marketing","Retail",21,3,7,5,2500,"",NA,"2024-12",7,19,NA
"QA/QC/SDET","Retail",1,3,8,3,3250,"DB langs","Manual QA","2024-12",4,2,"Postman"
"Product Manager","Ecommerce",12,3,7,5,6450,"",NA,"2024-12",5,12,NA
"QA/QC/SDET","Gambling",1,3,10,3,4600,"JavaScript","Automation QA","2024-12",5,2,"Playwright,Cypress,WebdriverIO"
"Software Engineer","Insurance",1,3,1,2,500,"TypeScript","Full Stack","2024-12",2,1,"React,Express"
"Recruiter","",32,1,5,4,1000,"",NA,"2024-12",4,18,NA
"Software Engineer","Корпоративні системи",15,3,10,4,8000,"Ruby","Full Stack","2024-12",4,1,"Ruby on Rails,Vue.js"
"Software Engineer","Manufacturing",12,1,10,4,6200,"C#/.NET","Back-end","2024-12",6,1,".NET"
"Software Engineer","Public services / Government",1,3,3,3,619,"JavaScript","Front-end","2024-12",3,1,"Next.js,React"
"QA/QC/SDET","Media",2,1,4,4,1600,"","Manual QA","2024-12",3,2,""
"QA/QC/SDET","Ecommerce",1,1,9,4,2790,"","Manual QA","2024-12",4,2,""
"Software Engineer","Blockchain,Fintech / Banking / Capital Management",11,2,1,4,950,"TypeScript","Full Stack","2024-12",2,1,"React,Express,Nest.js,Next.js"
"Software Engineer","Edtech / Education",1,3,2,5,2500,"TypeScript","Full Stack","2024-12",3,1,"React,Node.js"
"Software Engineer","Medtech / Healthcare",17,3,10,4,5650,"C","Embedded","2024-12",4,1,""
"Software Engineer","Public services / Government",1,1,10,4,2500,"TypeScript","Front-end","2024-12",3,1,"React"
"QA/QC/SDET","Gamedev",1,3,6,3,1300,"","Manual QA","2024-12",3,2,""
"Software Engineer","Internet of Things",12,3,8,4,4000,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native)"
"CTO (Chief Technology Officer)","Mobile,Edtech / Education",1,3,1,3,6500,"TypeScript",NA,"2024-12",12,10,NA
"Project Manager","Medtech / Healthcare",12,1,1,4,1650,"",NA,"2024-12",2,11,NA
"Software Engineer","Mobile",12,1,9,4,6250,"TypeScript","Full Stack","2024-12",4,1,"React,Fastify"
"QA/QC/SDET","Social  media",27,1,3,5,1000,"","Manual QA","2024-12",2,2,""
"HR Manager","",24,1,7,4,2040,"",NA,"2024-12",4,18,NA
"QA/QC/SDET","Fintech / Banking / Capital Management",16,1,4,4,2000,"","Manual QA","2024-12",3,2,""
"Data/Big Data Engineer","Public services / Government,Legal,Business Intelligence / Data Warehouse",16,3,4,4,2500,"Python",NA,"2024-12",3,4,"NumPy,Requests,SQLAlchemy,Spark"
"Software Engineer","Gambling",12,1,8,3,2500,"TypeScript","Front-end","2024-12",3,1,"React,Angular / Angular.js"
"Social Media Manager","service providers in design industry",12,3,6,5,1000,"",NA,"2024-12",3,20,NA
"QA/QC/SDET","Корпоративні системи",28,1,6,4,3500,"Java","Manual QA","2024-12",4,2,"Postman,JSON,Maven"
"Customer Support","Retail",32,3,5,5,2000,"",NA,"2024-12",5,22,NA
"Software Engineer","Security",12,1,10,4,7000,"Java","Back-end","2024-12",4,1,"Spring,Vue.js"
"Data Analyst","Business Intelligence / Data Warehouse,Fintech / Banking / Capital Management",1,3,2,4,1000,"DB langs",NA,"2024-12",2,3,NA
"QA/QC/SDET","Ecommerce",2,3,1,4,3300,"Java","Automation QA","2024-12",3,2,"JUnit,Selenide/NSelen/Selen,Maven,Rest Assured,Karate"
"Software Engineer","Fintech / Banking / Capital Management",1,3,3,4,2800,"C#/.NET","Back-end","2024-12",3,1,".NET,ASP.NET"
"Software Engineer","Корпоративні системи",1,2,7,5,9000,"Python","Solution Architect","2024-12",8,1,""
"QA/QC/SDET","Edtech / Education",12,2,7,4,8000,"TypeScript","SDET","2024-12",4,2,"Playwright"
"Software Engineer","Adtech / Advertising",15,5,4,3,2500,"Golang","Back-end","2024-12",3,1,"Laravel,Gin,Qt"
"Software Engineer","Adtech / Advertising",1,3,6,3,4900,"Java","Back-end","2024-12",3,1,"Spring"
"Product Designer","Energy industry",1,3,4,5,2400,"",NA,"2024-12",3,14,NA
"Software Engineer","Vending machines",12,1,5,5,5200,"Python","Back-end","2024-12",4,1,"Serverless"
"Software Engineer","Fintech / Banking / Capital Management",12,3,10,4,6000,"Golang","Back-end","2024-12",4,1,""
"QA/QC/SDET","Ecommerce,Fintech / Banking / Capital Management",32,3,10,4,8300,"TypeScript","Automation QA","2024-12",4,2,"WebdriverIO,Playwright,Appium"
"Software Engineer","Mobile,Machine Learning",1,3,10,3,5300,"Kotlin","Mobile","2024-12",4,1,"Android SDK (Native),Jetpack Compose"
"DevOps","Hardware",7,1,3,3,2000,"Python",NA,"2024-12",3,5,NA
"QA/QC/SDET","Ecommerce",1,3,5,5,3500,"","Manual QA","2024-12",4,2,""
"Software Engineer","Ecommerce",32,3,10,4,5500,"JavaScript","Back-end","2024-12",4,1,".NET"
"QA/QC/SDET","Mobile",3,1,10,4,4700,"Python","Automation QA","2024-12",5,2,"Appium,PyTest,Selenium,JSON,Postman"
"Software Engineer","Fintech / Banking / Capital Management",12,2,10,4,4000,"DB langs","Full Stack","2024-12",4,1,"kendo"
"Software Engineer","Ecommerce",26,1,1,3,450,"TypeScript","Front-end","2024-12",2,1,"React,Next.js,WordPress"
"Software Engineer","Medtech / Healthcare",1,3,9,3,4000,"C++","Desktop","2024-12",4,1,""
"Software Engineer","Manufacturing,Logistics",2,3,6,4,3900,"PHP","Full Stack","2024-12",4,1,"Vue.js,Laravel"
"QA/QC/SDET","Security",16,2,8,4,3200,"Python","Automation QA","2024-12",4,2,"PyTest"
"Software Engineer","Fintech / Banking / Capital Management",27,3,6,4,4300,"TypeScript","Front-end","2024-12",4,1,"Next.js,React"
"Talent Acquisition Manager/Specialist","Mobile",1,3,3,4,2000,"",NA,"2024-12",3,18,NA
"Software Engineer","Agriculture,Fintech / Banking / Capital Management",27,3,10,4,5000,"Java","Back-end","2024-12",4,1,"Spring"
"Technical Support","Internal project",12,1,3,4,1000,"",NA,"2024-12",4,22,NA
"QA/QC/SDET","",1,1,9,4,2600,"","General QA","2024-12",3,2,""
"HR Manager","Medtech / Healthcare",1,3,6,4,2500,"",NA,"2024-12",3,18,NA
"Data/Big Data Engineer","Mobile",1,1,3,4,3800,"Scala",NA,"2024-12",3,4,"airflow,dbt,Spark"
"QA/QC/SDET","Hardware",24,1,3,3,1350,"Python","Manual QA","2024-12",3,2,"PyTest,Selenium,JSON,Postman"
"QA/QC/SDET","Spiritual",1,3,6,3,5000,"Swift","Automation QA","2024-12",4,2,"XCTest"
"Graphic Designer","Media",1,5,10,4,3200,"",NA,"2024-12",4,17,NA
"Software Engineer","Logistics",15,1,6,4,3000,"Java","Back-end","2024-12",3,1,"Spring,TensorFlow,Hibernate"
"QA/QC/SDET","Gambling",12,3,4,4,1600,"","Manual QA","2024-12",3,2,""
"Software Engineer","Ecommerce",17,1,5,3,3150,"C#/.NET","Full Stack","2024-12",4,1,"ASP.NET,Angular / Angular.js,jQuery"
"Technical Support","Automotive",1,4,8,3,1000,"",NA,"2024-12",0,22,NA
"Customer Success","Mobile",12,1,2,4,849,"",NA,"2024-12",4,22,NA
"QA/QC/SDET","Gambling",1,1,7,5,1800,"","Manual QA","2024-12",4,2,""
"Software Engineer","Fintech / Banking / Capital Management",1,1,4,4,3000,"C#/.NET","Full Stack","2024-12",3,1,".NET,ASP.NET,React,Angular / Angular.js"
"Machine/Deep Learning Engineer","Telecom,Machine Learning,Корпоративні системи",12,1,6,4,3750,"Python",NA,"2024-12",4,4,"airflow,PyTorch,Requests,Spark"
"System Administrator","Media",1,3,1,4,590,"Python",NA,"2024-12",0,6,NA
"Software Engineer","Fintech / Banking / Capital Management",1,1,7,3,4000,"TypeScript","Front-end","2024-12",4,1,"Nuxt.js"
"Software Engineer","Automotive",12,1,7,4,2920,"C++","Embedded","2024-12",4,1,""
"QA/QC/SDET","Fintech / Banking / Capital Management",1,3,5,3,3200,"","Manual QA","2024-12",4,2,""
